scientific_name,english_name,accession_number_for_main_haplotype,lineage,assessment_id,year_published,latest,category,criteria,pop_trend,locations,region,code,iucn_name,iucn_synonyms,gbif_synonyms,extended_lineage,biosample_accession,geo_location,latlon,biosample_provider,biosample_collectedby,biosample_comment,biosample_title,assembly_comments,lat,lon,vague_location_flag,missing_sampling_location_flag,raster_path_ea,raster_path_goode,centroid_lon,centroid_lat,outside_range_flag,missing_range_flag,zoo_flag,domesticated_flag
Harpia harpyja,harpy eagle,GCA_026419915.1,Birds,197957213,2021,TRUE,VU,A3cd+4cd,Decreasing,"Mexico, Belize, Costa Rica, French Guiana, Peru, Guatemala, Guyana, Honduras, Nicaragua, Panama, Ecuador, Argentina, Bolivia, Plurinational States of, Paraguay, Suriname, Brazil, Colombia, Venezuela, Bolivarian Republic of, El Salvador",Global,1,Harpia harpyja, ,Harpia harpyja; Vultur harpyja,Birds,SAMN31530492,Brazil: Sao Jose do Laguinho / / Gleba Vila Amazonia in the municipality of Parintins,2.625833 S 56.649722 W,Guilherme Oliveira,Tomas Hrbek,"The harpy eagle (Harpia harpyja) is a neotropical species. It is considered the largest and most powerful raptor found throughout its range and among the largest extant species of eagles in the world. It is most common in Brazil, but can be found from Central America to as far south as Argentina (from Wikipedia entry).This sample was procured by Tomas Hrbek and Guilherme Oliveira and used to generate a high-quality reference genome for the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted in the Vertebrate Genomes Lab (VGL) at the Rockefeller University, led by Olivier Fedrigo and Erich D. Jarvis.",NA,NA,-2.625833,-56.649722,FALSE,FALSE,results/species/Harpia_harpyja/range_raster.tif,results/species/Harpia_harpyja/range_raster_goode.tif,-62.5997150011154,-4.45542815170417,FALSE,FALSE,FALSE,FALSE
Heliangelus exortis,tourmaline sunangel,GCA_036169615.1,Birds,264060803,2024,TRUE,LC,NA,Decreasing,"Ecuador, Colombia",Global,1,Heliangelus exortis, ,Heliangelus exortis; Trochilus exortis,Birds,SAMN37253778,"Colombia: Parque Verde Y Agua, Fusagasuga, Cundinamarca",4.35 N 74.33 W,Daniel Cadena: Humboldt Institute and AMNH,Andres Cuervo,"The tourmaline sunangel (Heliangelus exortis) is a hummingbird species in the coquettes, subfamily Lesbiinae. It is found in Andes ranges of Colombia and south on the eastern slope to Ecuador's Morona-Santiago Province (modified from Wikipedia). Some populations exhibit a sex-limited polymorphism where females can have either a drab or variable male-like phenotype depending on the amount of iridescence on their gorgets. This sample is from a female in Fusagasuga, Cundinamarca, Colombia, collected by Andres Cuervo, vouchered at Humbolt Institute in Columbia, and coordinated by Daniel Cadena of the Universidad de Los Andes for a high-quality reference genome for the Vertebrate Genomes Project (VGP) and research on hummingbirds. Sequencing and genome assembly were conducted at the Vertebrate Genomes Lab (VGL) at the Rockefeller University, led by Olivier Fedrigo and Erich D. Jarvis.",NA,NA,4.35,-74.33,FALSE,FALSE,results/species/Heliangelus_exortis/range_raster.tif,results/species/Heliangelus_exortis/range_raster_goode.tif,-76.076387468088,3.26053023721719,FALSE,FALSE,FALSE,FALSE
Hemiprocne comata,whiskered treeswift,GCA_020745705.1,Birds,280964888,2025,TRUE,LC,NA,Decreasing,"Indonesia, Singapore, Myanmar, Brunei Darussalam, Philippines, Malaysia, Thailand",Global,1,Hemiprocne comata, ,Cypselus comatus; Hemiprocne comata,Birds,SAMN22588383,"Philippines: Cagayan, Luzon Island (Barrio Via Sitio Hot Springs Baggao Mun.)",17.85 N 121.98 E,Smithsonian,C. A. Ross,"The whiskered treeswft (Hemiprocne comata) is the smallest of 4 species in the genus Hemiprocne, and tropical areas of the Pacific Southwest (from Wikipedia entry). This sample from a female in the Philippians, collected by C. A. Ross and colleagues. It was further procured by Gary Graves of the Smithsonian Museum in Washington D.C., to generate a high-quality reference for the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted at the Vertebrate Genomes Lab (VGL) at the Rockefeller University, lead by Olivier Fedrigo and Erich D. Jarvis, with support from Tom Gilbert and Jarvis.",NA,NA,17.85,121.98,FALSE,FALSE,results/species/Hemiprocne_comata/range_raster.tif,results/species/Hemiprocne_comata/range_raster_goode.tif,110.937224400985,3.07020317438833,FALSE,FALSE,FALSE,FALSE
Hemiscyllium ocellatum,epaulette shark,GCA_020745735.1,Fishes,68625284,2015,TRUE,LC,NA,Stable,"Australia, Western Australia, New South Wales, Queensland, Northern Territory, Papua New Guinea, Papua New Guinea (main island group), Indonesia, Papua",Global,1,Hemiscyllium ocellatum, ,Hemiscyllium ocellatum; Squalus ocellatus; Squalus oculatus,Cartilaginous fishes,SAMN22550098,"Australia: Clayton, Melbourne, Victoria",37.9105 S 145.1293 E,ARMI Monash University,Frank Tulenko,"The epaulette shark (Hemiscyllium ocellatum) species of longtailed carpet shark, found in shallow, tropical waters off of Australia and New Guinea. The common name comes from the large, white-margined black spot behind each pectoral fin, reminiscent of military epaulettes. they are nocturnal and walk with their fins (from Wikipedia entries). This juvenile male is from trio of samples (parents) breed and collected to create a high-quality reference genome for both maternal and paternal haplotypes. The juvenile was bred in captivity. Breeding and sample collection was conducted by Frank Tulenko, in coordination with Gavin Naylor, Peter Currie, and Olivier Fedrigo. Spleen from the male was used to create high-quality reference genome assemblies of each haplotype. Genome sequencing and assembly was coordinated by Erich D. Jarvis, and Olivier Fedrigo at the Rockefeller University Vertebrate Genome Lab, and Shawn Burgess, Jim Mullikin, and Adam Phillippy at NIH, as part of the Vertebrate Genomes Project (VGP).",NA,NA,-37.9105,145.1293,FALSE,FALSE,results/species/Hemiscyllium_ocellatum/range_raster.tif,results/species/Hemiscyllium_ocellatum/range_raster_goode.tif,136.877432090228,-12.2315175047893,TRUE,FALSE,FALSE,FALSE
Heptranchias perlo,sharpnose sevengill shark,GCA_035084215.1,Fishes,48906479,2015,TRUE,DD,NA,Unknown,"Libya, Egypt, Türkiye, France, Morocco, Tunisia, Italy, Spain, Algeria, Greece, Portugal (mainland), Azores, Portugal, Montenegro, Sicilia, Sardegna, Italy (mainland), Isle of Man, Great Britain, Northern Ireland, United Kingdom, Spanish North African Territories, Spain (mainland), Canary Is., Baleares, Croatia, Bosnia and Herzegovina, Albania, Corsica, France (mainland), Greece (mainland), Ireland, Madeira",Europe,2,Heptranchias perlo,"Heptranchias dakini, Squalus  perlo, Heptranchias  angio, Heptranchias  cinereus , Heptranchias deani , Notidanus cinereus , Notidanus cinereus, Squalus  cinereus ",Notidanus cinereus pristiurus; Squalus cinereus; Squalus perlo; Heptranchias angio; Heptranchias deani; Heptrancus angio; Heptranchias dakini; Notidanus cinereus aetatis; Heptrianchias deani; Heptranchus perlo; Heptrianchias cinereus; Notidanus cinereus; Heptranchias cinereus; Heptranchias perlo,Cartilaginous fishes,SAMN38891902,Japan: Okinawa Island,26.5000 N 127.9333 E,University of Florida: Gavin Naylor,NA,"The sharpnose sevengill shark (Heptranchias perlo) is a species of shark in the family Hexanchidae, and the only living species in the genus Heptranchias. The sharpnose sevengill shark is uncommon, but widely distributed in the tropical and temperate regions of all oceans except for the northeastern Pacific Ocean. (from Wikipedia entry). This sample of a female individual found in Okinawa Island, Japan, was procured by Gavin Naylor to generate a high-quality reference genome for the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted at the Vertebrate Genomes Lab (VGL) at the Rockefeller University, led by Erich D. Jarvis, Giulio Formenti, and Jennifer Balacco.",NA,NA,26.5,127.9333,FALSE,FALSE,results/species/Heptranchias_perlo/range_raster.tif,results/species/Heptranchias_perlo/range_raster_goode.tif,33.881363652344,5.33258623213225,TRUE,FALSE,FALSE,FALSE
Heterodontus francisci,horn shark,GCA_036365525.1,Fishes,124401602,2025,TRUE,LC,NA,Stable,"Ecuador, Mexico, California, Peru, United States, Colombia",Global,1,Heterodontus francisci,Heterodontus californicus,Heterodontis francisi; Cestracion francisci; Heterodontus californicus; Gyropleurodus francisci; Heterodontis francisci; Heterodontus francisci,Cartilaginous fishes,SAMN39432692,"USA: Port of Long Beach, California",33.7503 N 118.2303 W,NA,Ralph Appy,"The horn shark (Heterodontus francisci) is a species of bullhead shark in the family Heterodontidae. It is endemic to the coastal waters off the western coast of North America, from California to the Gulf of California (from Wikipedia entry). This sample of a female individual found in Long Beach, California, was procured by Ralph Appy, and coordinated by Gavin Naylor and Kady Lyons to generate a high-quality reference genome for the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted at the Vertebrate Genomes Lab (VGL) at the Rockefeller University, led by Erich D. Jarvis, Giulio Formenti, and Jennifer Balacco.",NA,NA,33.7503,-118.2303,FALSE,FALSE,results/species/Heterodontus_francisci/range_raster.tif,results/species/Heterodontus_francisci/range_raster_goode.tif,-114.150178091102,28.4689596675752,FALSE,FALSE,FALSE,FALSE
Heterohyrax brucei,Willisornis,GCA_028571685.1,Mammals,21283287,2015,TRUE,LC,NA,Unknown,"Zimbabwe, Burundi, Uganda, Congo, The Democratic Republic of the, Sudan, Ethiopia, Malawi, Tanzania, United Republic of, South Africa, Angola, Zambia, Mozambique, Eritrea, Kenya, Botswana, Somalia, South Sudan, Djibouti, Limpopo Province, Mpumalanga",Global,1,Heterohyrax brucei,"Heterohyrax chapini, Heterohyrax antineae, Hyrax brucei",Procavia brucei; Hyrax brucei; Heterohyrax brucei,Mammals,SAMN33092455,"Germany: Opel Zoo, Kronberg im Taunus",50.183333 N 8.486389 E,"Gudrun Wibbelt, Leibniz Institute for Zoo and Wildlife Research",Opel-Zoo,"The yellow-spotted rock hyrax (Heterohyrax brucei) is small, thickset, herbivorous mammals in the order Hyracoidea. Hyraxes means shrewmouse, derived from Greek. Hyraxes retain or have redeveloped a number of primitive mammalian characteristics, including poorly developed internal temperature regulation (modified from Wikipedia entry). This sample is from a male, bred in captivity, in Opel Zoo, Kronberg, Germany. This sample was collected by Gudrun Wibbelt, and the project coordinated by Camila Mazzoni, Sylke Winkler, Gene Myers, and Erich D. Jarvis to generate a high-quality reference genome for the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted at the Dresden Genome Center at the Max Planck Institute, led by Gene Myers and Sylke Winkler.",NA,"The mHetBru1 assembly is characterized by telocentric repeats. As such, several centromeres were difficult to resolve and the order/orientation of scaffolds in these regions is uncertain",50.183333,8.486389,FALSE,FALSE,results/species/Heterohyrax_brucei/range_raster.tif,results/species/Heterohyrax_brucei/range_raster_goode.tif,35.2112697491319,-3.13481491490852,TRUE,FALSE,TRUE,FALSE
Hippoglossus hippoglossus,Atlantic halibut,GCA_009819705.1,Fishes,45790126,2015,TRUE,VU,A2ce,Stable,"United Kingdom, Belgium, Denmark, European Russia, Faroe Islands, France, Germany, Guernsey, Iceland, Ireland, Jersey, Netherlands, Norway, Sweden, Svalbard and Jan Mayen, France (mainland), Great Britain, Northern Ireland, Russian Federation",Europe,2,Hippoglossus hippoglossus,Pleuronectes hippoglossus,Hippoglossus hippoglossus; Hippoglossus maximus; Hippoglossus americanus; Pleuronectes hippoglossus; Hippoglossus gigas; Hippoglossus vulgaris; Hippoglossus linnei,Ray-finned fishes,SAMN12629501,Canada: Atlantic Ocean,44.63694 N 63.59167 W,Dalhousie University,Tony Einfeldt,NA,NA,This assembly represents the principal haplotype of the diploid genome Hippoglossus hippoglossus and includes the chromosomes. The alternate haplotype sequences are in WGS project WOYC00000000,44.63694,-63.59167,FALSE,FALSE,results/species/Hippoglossus_hippoglossus/range_raster.tif,results/species/Hippoglossus_hippoglossus/range_raster_goode.tif,-17.7738287958888,57.5967929340928,FALSE,FALSE,FALSE,FALSE
Hippopotamus amphibius,common hippopotamus,GCA_030028045.1,Mammals,18567364,2017,TRUE,VU,A4acd,Stable,"Nigeria, Malawi, Côte d'Ivoire, Zimbabwe, Sudan, Guinea-Bissau, Ethiopia, Kenya, Niger, Uganda, Congo, Benin, Somalia, Mauritania, Central African Republic, Botswana, Guinea, Algeria, Namibia, Burkina Faso, Egypt, Burundi, Angola, Eswatini, Tanzania, United Republic of, Mali, Ghana, Zambia, Cameroon, Liberia, Gambia, Gabon, Chad, Equatorial Guinea, Mozambique, South Africa, Congo, The Democratic Republic of the, Sierra Leone, Togo, Rwanda, Senegal, Eritrea, South Sudan",Global,1,Hippopotamus amphibius, ,Hippopotamus incognitus; Hippopotamus amphibius,Mammals,SAMN33342074,"USA: San Diego Zoo, San Diego",32.735316 N 117.149046 W,"Olivier Ryder and Cynthia Steiner, San Diego Zoo",NA,"The East African hippopotamus (Hippopotamus amphibius) or common hippopotamus is a large semiaquatic mammal native to sub-Saharan Africa. It is one of only two extant species in the family Hippopotamidae, the other being the pygmy hippopotamus (Choeropsis liberiensis or Hexaprotodon liberiensis). Its name comes from the ancient Greek for ""river horse"" (from Wikipedia entry). This sample from a female born in captivity at the San Diego Zoo, USA, procured by Oliver Ryder and Cynthia Steiner, and used to generate a high-quality reference genome for the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted at the Vertebrate Genomes Lab (VGL) at the Rockefeller University, led by Olivier Fedrigo and Erich D. Jarvis.",NA,NA,32.735316,-117.149046,FALSE,FALSE,results/species/Hippopotamus_amphibius/range_raster.tif,results/species/Hippopotamus_amphibius/range_raster_goode.tif,26.0020870338705,-7.44567806522292,TRUE,FALSE,TRUE,FALSE
Hipposideros larvatus,intermediate roundleaf bat,GCA_031876335.1,Mammals,22091287,2020,TRUE,LC,NA,Unknown,"Sumatera, Malaysia, Bangladesh, India, Sabah, Jawa, Kalimantan, Bali, Sarawak, Cambodia, Lao People's Democratic Republic, China, Myanmar, Thailand, Indonesia, Viet Nam, Peninsular Malaysia",Global,1,Hipposideros larvatus,"Phyllorhina leptophylla, Rhinolophus larvatus",Hipposideros larvatus,Mammals,SAMN36277597,"China: Guilin City, Guangxi Province",25.17717498 N 110.34114361 E,Sun Yat-sen University,Libiao Zhang,"The intermediate roundleaf bat (Hipposideros larvatus) belongs to Hipposideridae family of bats, commonly known as the Old World leaf-nosed bats. They roosts in caves, abandoned mines, rock crevices, buildings, and tropical moist forest. This sample is from a male in Guilin City, China, collected by Libiao Zhang, sequenced by Jianguo Luo's group at Sun Yat-sen University in China, assembled at the Vertebrate Genome Lab at the Rockefeller University in New York led by Olivier Fedrigo and Erich D. Jarvis' group, and curated by Sanger Institute curation team in England led by Kerstin Howe. The genome was generated for the purpose of being freely used for SARS-CoV-2, COVID-19, pandemic studies, and as a Vertebrate Genomes Project (VGP) reference. The original sample was thought to be the Chinese horseshoe bat, but sequencing determined it to be another known sample collected (Hipposideros larvatus).",NA,NA,25.17717498,110.34114361,FALSE,FALSE,results/species/Hipposideros_larvatus/range_raster.tif,results/species/Hipposideros_larvatus/range_raster_goode.tif,103.001918623227,11.9763087260796,FALSE,FALSE,FALSE,FALSE
Hirundo rustica,barn swallow,GCA_015227805.3,Birds,166369730,2021,TRUE,LC,NA,Decreasing,"Denmark, European Russia, Czechia, Türkiye, Bosnia and Herzegovina, Belarus, Sweden, Malta, Ukraine, Armenia, Slovenia, Gibraltar, North Macedonia, France, Cyprus, Hungary, Italy, Faroe Islands, Portugal, Luxembourg, Netherlands, Latvia, Azerbaijan, Austria, Norway, Ireland, Bulgaria, Poland, Spain, Croatia, Andorra, Svalbard and Jan Mayen, Germany, Serbia, Finland, Greenland, Liechtenstein, Lithuania, Estonia, Romania, Iceland, Greece, Belgium, Albania, Russian Federation, Montenegro, Moldova, United Kingdom, Georgia, Switzerland, Slovakia",Europe,2,Hirundo rustica, ,Chelidon rustica; Hirundo rustica,Birds,SAMN14675488,Italy,NA,University of Milan,"Giulio Formenti, Nicola Saino","The barn swallow (Hirundo rustica) is the most widespread species of swallow in the world. It is a distinctive passerine bird with blue upper parts and a long, deeply forked tail. It is found in Europe, Asia, Africa and the Americas. In Anglophone Europe it is just called the swallow; in Northern Europe it is the only common species called a ""swallow"" rather than a ""martin"". There are six subspecies of barn swallow, which breed across the Northern Hemisphere. Four are strongly migratory, and their wintering grounds cover much of the Southern Hemisphere as far south as central Argentina, the Cape Province of South Africa, and northern Australia. Its huge range means that the barn swallow is not endangered, although there may be local population declines due to specific threats. The barn swallow is a bird of open country that normally uses man-made structures to breed and consequently has spread with human expansion. It builds a cup nest from mud pellets in barns or similar structures and feeds on insects caught in flight. This species lives in close association with humans, and its insect-eating habits mean that it is tolerated by humans; this acceptance was reinforced in the past by superstitions regarding the bird and its nest. There are frequent cultural references to the barn swallow in literary and religious works due to both its living in close proximity to humans and its annual migration. The barn swallow is the national bird of Austria and Estonia.",NA,NA,42.6384261,12.674297,TRUE,FALSE,results/species/Hirundo_rustica/range_raster.tif,results/species/Hirundo_rustica/range_raster_goode.tif,17.4680787535102,20.3752192240209,FALSE,FALSE,FALSE,FALSE
