"","scientific_name","iucn_name","assessment_id","category","criteria","pop_trend","locations","year_published","latest","gbif_synonyms","iucn_synonyms","lineage","extended_lineage","english_name","accession_number_for_main_haplotype","biosample_accession","geo_location","latlon","biosample_provider","biosample_collectedby","biosample_comment","assembly_comments","sampling_lat","sampling_lon","vague_location_flag","missing_sampling_location_flag","raster_path_ea","raster_path_goode","centroid_lon","centroid_lat","outside_range_flag","missing_range_flag","zoo_flag","domesticated_flag","priority","map_notes","use_coord"
"355","Leuciscus leuciscus","Leuciscus leuciscus",135089547,"LC",NA,"Unknown","Hungary, Bulgaria, Liechtenstein, Moldova, Denmark, France, Estonia, Finland, Croatia, Russian Federation, Ireland, Luxembourg, Ukraine, Slovakia, Serbia, Montenegro, Belarus, Latvia, Belgium, Kazakhstan, Germany, Sweden, Lithuania, Poland, United Kingdom, Bosnia and Herzegovina, Slovenia, Switzerland, Norway, Austria, Romania, Czechia, Netherlands, France (mainland), Kosovo, Serbia, Great Britain, Ukraine (main part), European Russia, Central European Russia, East European Russia, Kaliningrad, North European Russia, Northwest European Russia, South European Russia",2024,TRUE,"Leuciscus leuciscus; Squalius chalybeius; Leuciscus leuciscus roulei; Leuciscus leuciscus leuciscus; Leuciscus saltator; Leuciscus rodens; Squalius vulgaris argenteus; Squalius vulgaris robustior; Squalius vulgaris leptorhinus; Cyprinus squalus; Leuciscus majalis; Leuciscus vulgaris; Cyprinus salax; Cyprinus umbra; Squalius vulgaris minor; Cyprinus mugilis; Squalius leuciscus lateristriga; Squalius leuciscus elongata; Squalius lepusculus; Squalius leuciscus elata; Cyprinus graining; Cyprinus leuciscus; Cyprinus dobula; Cyprinus simus; Leuciscus rostratus; Idus stagnalis; Cyprinus grislagine; Squalius mehdem; Leuciscus argenteus; Leuciscus leuciscus rhodanensis; Cyprinus lancastriensis; Squalius vulgaris; Leuciscus dobula","Leuciscus vulgaris, Cyprinus umbra, Idus stagnalis, Cyprinus squalus, Cyprinus simus, Leuciscus saltator, Cyprinus salax, Leuciscus leuciscus, Leuciscus rostratus, Leuciscus rodens, Squalius vulgaris, Cyprinus mugilis, Squalius mehdem, Leuciscus majalis, Squalius lepusculus, Cyprinus lancastriensis, Cyprinus grislagine, Cyprinus grainining, Cyprinus graining, Cyprinus dobula, Squalius chalybeius, Leuciscus argenteus, Cyprinus leuciscus","Fishes","Ray-finned fishes","common dace","GCA_965113295.1","SAMEA11296544","Nottingham | Calverton | Moor Ln | Lake Side View | Calverton Fish Farm","53.03331 -1.052197",NA,"RICHARD PITMAN",NA,"The assembly fLeuLeu2.hap1.1 is based on 40x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm in Hi-C integrated assembly mode, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, each haplotype assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. The exact order and orientation of the contigs on chromosome 3 (22,100 - 28,900 Kbp) are unknown.The exact order and orientation of the contigs on chromosome 4 (36,700 - 38,100 Kbp) are unknown.The exact order and orientation of the contigs on chromosome 8 (31,500 - 35,200 Kbp) are unknown.The exact order and orientation of the contigs on chromosome 17 (34,100 - 36,900 Kbp) are unknown.The exact order and orientation of the contigs on chromosome 18 (31,500 - 33,700 Kbp) are unknown.The exact order and orientation of the contigs on chromosome 23 (25,300 - 25,900 & 27,900 - 29,000 Kbp) are unknown.The exact order and orientation of the contigs on chromosome 24 (0- 2,300 & 27,900 - 29,000 Kbp) are unknown.",53.03331,-1.052197,FALSE,FALSE,"results/species/Leuciscus_leuciscus/range_raster.tif","results/species/Leuciscus_leuciscus/range_raster_goode.tif",31.1429842469667,54.4348483388952,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
"356","Liasis olivaceus","Liasis olivaceus",101753099,"LC",NA,"Unknown","Western Australia, Queensland, Northern Territory, Australia",2017,TRUE,"Liasis olivaceus; Morelia olivacea",NA,"Reptiles","Lepidosauria","olive python","GCA_030867105.1","SAMN32739907","Australia: Perth Zoo, Australia","31.9732 S 115.8518 E","Morten Erik Allentoft, Curtin University, Perth, WA, Australia","Perth Zoo","The olive python (Liasis olivaceus) is a species of snake in the family Pythonidae, endemic to Australia. The olive python is often kept as a pet and is bred in captivity. It is technically an advanced-level species due to its size, habitat requirements, and strong feeding response, requiring a terrarium of a minimum of 2.4 metres (8 ft) long, by 1 metre (3 ft) high (from Wikipedia entry). Two subspecies are recognized: L. o. barroni and L. o. olivaceus. This sample is from a female barroni subspecies, in Perth Zoo, Australia, coordinated by Morten E. Allentoft at Curtin University, Perth, and used to generate a high-quality reference genome for the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted at the Vertebrate Genomes Lab (VGL) at the Rockefeller University, led by Olivier Fedrigo and Erich D. Jarvis.",NA,-31.9732,115.8518,FALSE,FALSE,"results/species/Liasis_olivaceus/range_raster.tif","results/species/Liasis_olivaceus/range_raster_goode.tif",130.628397062897,-16.9652911759815,TRUE,FALSE,TRUE,FALSE,6,NA,"sampling"
"357","Limanda limanda","Limanda limanda",45790133,"LC",NA,"Increasing","United Kingdom, Sweden, Spain, Poland, Norway, Netherlands, Lithuania, Belgium, Denmark, European Russia, Faroe Islands, France, Germany, Guernsey, Iceland, Ireland, Jersey, Latvia, Kaliningrad, Russian Federation, Northern Ireland, Northwest European Russia, North European Russia, Isle of Man, France (mainland), Spain (mainland), Great Britain",2014,TRUE,"Pleuronectes limanda; Pleuronectes limandula; Liopsetta limanda; Limanda limanda","Pleuronectes limanda","Fishes","Ray-finned fishes","common dab","GCA_963576545.1","SAMEA112765706","Cornwall | Whitsand Bay (MV Sepia) | Trawl 1","50.3368 -4.25567",NA,"KES SCOTT-SOMME | RACHEL BRITTON | PATRICK ADKINS | JOANNA HARLEY | MITCHELL BRENEN | SEAN MCTIERNEY | EMILY SULIVAN | TRUPTI GAIKWAD",NA,"The assembly fLimLim1.1 is based on 114x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",50.3368,-4.25567,FALSE,FALSE,"results/species/Limanda_limanda/range_raster.tif","results/species/Limanda_limanda/range_raster_goode.tif",8.82844531242807,58.4831455973665,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
"358","Lipophrys pholis","Lipophrys pholis",44749257,"LC",NA,"Stable","United Kingdom, Spain, Portugal, Algeria, Azores, Belgium, Canary Is., France, Gibraltar, Guernsey, Ireland, Jersey, Madeira, Morocco, Netherlands, Norway, France (mainland), Baleares, Spain (mainland), Spanish North African Territories, Great Britain, Northern Ireland",2015,TRUE,"Lipophrys pholys; Pholis laevis; Pholis carolinus; Pholis bufo; Blennius pholis; Blennius bufo; Lipophris pholis; Lipophrys pholis","Pholis carolinus, Pholis laevis, Blennius pholis, Pholis bufo","Fishes","Ray-finned fishes","shanny","GCA_963383615.1","SAMEA7522844","Scotland | North Ayrshire | Great Cumbrae | Farland Point (East side)","55.74629 -4.911721",NA,"RICHARD DURBIN",NA,"The assembly fLipPho2.1 is based on 41x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",55.74629,-4.911721,FALSE,FALSE,"results/species/Lipophrys_pholis/range_raster.tif","results/species/Lipophrys_pholis/range_raster_goode.tif",-4.19422190303921,48.1437377630222,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
"359","Lissotriton helveticus","Lissotriton helveticus",228185144,"LC",NA,"Decreasing","Belgium, Czechia, Great Britain, France, France (mainland), Germany, Luxembourg, Netherlands, Portugal, Switzerland, United Kingdom, Portugal (mainland), Spain, Spain (mainland), Guernsey, Isle of Man, Jersey",2024,TRUE,"Triton helveticus; Lophinus helveticus; Salamandra palmata; Lacerta helvetica; Triturus helveticus punctillatus; Lacerta paradoxa; Lissotriton helveticus helveticus; Triturus helveticus helveticus; Triton minor; Triton laevis; Salamandra palmipes; Lacerta paradoxa helvetica; Triton alonsoi; Triturus palmatus sequeirai; Triturus helveticus sequeirai; Lissotriton helveticus punctillatus; Diemictylus palmatus; Molge palmata; Triton palmatus; Triturus palmatus; Lophinus palmatus; Triton paradoxus; Lissotriton helveticus alonsoi; Triturus helveticus alonsoi; Lissotriton palmipes; Triturus helveticus; Lissotriton helveticus","Triturus helveticus, Lacerta helvetica","Amphibians","Amphibians","palmate newt","GCA_964261635.1","SAMEA110240860","England | Dartmoor | Princetown","50.542 -3.999",NA,"ALEXANDRA NORTH",NA,"The assembly aLisHel1.1 is based on 27x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. Chromosome 5 has a large heterozygous inversion between
184-341 Mbp.",50.542,-3.999,FALSE,FALSE,"results/species/Lissotriton_helveticus/range_raster.tif","results/species/Lissotriton_helveticus/range_raster_goode.tif",1.71039545681386,48.2648744385104,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
"360","Lissotriton vulgaris","Lissotriton vulgaris",229006372,"LC",NA,"Stable","Germany, Belgium, Austria, Bosnia and Herzegovina, Belarus, Moldova, Ireland, Latvia, Serbia, Poland, Slovenia, Bulgaria, Switzerland, United Kingdom, Montenegro, Russian Federation, Northern Ireland, Croatia, Czechia, Slovakia, Norway, Serbia, Luxembourg, Denmark, Estonia, Finland, France, Netherlands, France (mainland), North Macedonia, Romania, Lithuania, Sweden, European Russia, Hungary, Italy, Italy (mainland), Great Britain, Ukraine, Greece, Greece (mainland), Türkiye, Türkiye-in-Europe, East European Russia, Ukraine (main part), Albania, Isle of Man, Jersey, Kosovo, Northwest European Russia, South European Russia, Central European Russia, Kaliningrad",2024,TRUE,"Salamandra elegans; Salamandra lacepedii; Triton vulgaris dalmatica; Triturus vulgaris tataiensis; Triturus vulgaris kapelanus; Salamandra punctata; Lacerta aquatica; Spelerpes ferrugineus; Molge taeniata; Molge vulgaris vulgaris; Lacerta palustris; Triton taeniatus orientalis; Triturus vulgaris vulgaris; Triton lobatus; Gekko triedrus; Lacerta vulgaris; Salamandra exigua; Triturus vulgaris ampelensis; Salamandra abdominalis; Triturus vulgaris boulengeri; Triton taeniatus; Lacerta taeniata; Molge vulgaris meridionalis; Triton intermedius; Lacerta triton; Gecko triton; Triton parisinus; Molge cinerea; Salamandra taeniata; Triturus vulgaris borealis; Hydromantes genei ferrugineus; Triton abdominalis; Molge vulgaris; Lophinus vulgaris; Triton vulgaris; Salamandra vulgaris; Triturus vulgaris; Gecko aquaticus; Triton aquaticus; Triton meridionalis; Triturus vulgaris meridionalis; Lissotriton meridionalis; Triton vulgaris meridionalis; Pyronicia punctata; Lophinus punctatus; Triton punctatus; Lissotriton punctatus; Molge punctata; Triton exiguus; Salamandra palustris; Molge palustris; Lissotriton vulgaris","Lacerta vulgaris, Lacerta palustris, Salamandra taeniata, Lacerta aquatica, Molge vulgaris, Salamanda lacepedii, Triton punctata","Amphibians","Amphibians","common newt","GCA_964263255.1","SAMEA110240861","United Kingdom","51.413 -0.057",NA,"MARK WILKINSON",NA,"The assembly aLisVul1.1 is based on 34x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",51.413,-0.057,FALSE,FALSE,"results/species/Lissotriton_vulgaris/range_raster.tif","results/species/Lissotriton_vulgaris/range_raster_goode.tif",25.7564139627344,52.8319080553822,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
"361","Loxodonta africana","Loxodonta africana",223031019,"EN","A2bd","Decreasing","Burkina Faso, Angola, Botswana, Burundi, Mauritania, Cameroon, Central African Republic, Zambia, Somalia, Chad, Tanzania, United Republic of, Congo, The Democratic Republic of the, Eritrea, South Africa, Malawi, Mali, Eswatini, Zimbabwe, Mozambique, Ethiopia, South Sudan, Namibia, Nigeria, Uganda, Kenya, Rwanda",2022,TRUE,"Loxodonta africana africana; Elephas capensis; Elephas africana; Loxodonta africana","Elephas africana, Loxodonta africana","Mammals","Mammals","African elephant","GCA_030014295.1","SAMN32756554","USA: Louisville Zoo, Kentucky","38.2057 N 85.7071 W","Cells derived by Virginia Pearson, cultured by Austin Bow and Xochitl Ambriz Pena","Austin Bow","The African elephants (Loxodonta) are a genus comprising two living species, the African bush elephant (Loxodonta africana) and the smaller African forest elephant (Loxodonta cyclotis). Both are social herbivores with grey skin, but differ in the size and color of their tusks and in the shape and size of their ears and skulls. Both species are at heavy risk of extinction, where as of 2021, the bush elephant is endangered and the forest elephant is critically endangered according to the IUCN Red List (modified from Wikipedia entry). This sample of Loxodonta africana was collected from a male calf born in Louisville Kentucky Zoo, the endothelial cells derived from the umbilical cord by Virginia Pearson, cultured by Austin Bow and Xochitl Ambriz Pena, and coordinated by Eriona Hysolli, Austin Bow, Sara Ord, and Ben Lamm of Colossal Biosciences and Kathleen Horan of Rockefeller University. The cultured cells were used to create a high-quality reference genome for Colossal Biosciences mammoth project and the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted at the Vertebrate Genomes Lab (VGL) at the Rockefeller University, led by Olivier Fedrigo and Erich D. Jarvis.",NA,38.2057,-85.7071,FALSE,FALSE,"results/species/Loxodonta_africana/range_raster.tif","results/species/Loxodonta_africana/range_raster_goode.tif",26.6877010448135,-7.21055892590307,TRUE,FALSE,TRUE,FALSE,6,NA,"sampling"
"362","Lycodopsis pacificus","Lycodopsis pacificus",NA,"NE",NA,NA,NA,NA,NA,"Leurynnis paucidens; Lycodopsis pacificus; Lycodopsis pacifica; Lycodes pacificus",NA,"Fishes","Ray-finned fishes","blackbelly eelpout","GCA_028022725.1","SAMN32629383","USA: Monterey Bay, California","36.80463781 N 121.88689674 W","Joanna Kelley, Washington State University","Scott Hamilton, Moss Landing Marine Laboratories","Blackbelly eelpouts (Lycodopsis pacificus) are Perciformes fishes, that inhabit the Eastern Pacific: from the Gulf of Alaska, south, to northern Baja California, Mexico. They are found on silty or sandy bottoms (from fishbase entry). This sample is from a female in Monterey Bay, California, collected by Scott Hamilton of the Moss Landing Marine Laboratories, coordinated by Joanna Kelley of Washington State University, and used to generate a high-quality reference genome for the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted at the Vertebrate Genomes Lab (VGL) at the Rockefeller University led by Olivier Fedrigo and Erich D. Jarvis.",NA,36.80463781,-121.88689674,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,6,NA,"sampling"
"363","Macrochelys suwanniensis","Macrochelys suwanniensis",232768500,"VU","C1","Decreasing","Florida, Georgia, United States",2025,TRUE,"Macrochelys suwanniensis",NA,"Reptiles","Turtles","Suwannee snapping turtle","GCA_033349115.1","SAMN37052244","USA: Suwannee River, Branford, Florida","29.958 N 82.9324 W","Kevin Enge: Florida Fish & Wildlife Conservation Commission","Kevin Enge","The Suwannee snapping turtle (Macrochelys suwanniensis) is a very large freshwater turtle in the family Chelydridae. This species is endemic to the southeastern United States, where it only inhabits the Suwannee River basin (modified from Wikipedia). This sample is from a male in the Suwannee River basin, Florida, collected Kevin Enge of Florida Fish and Wildlife Conservation Commission, coordinated by Robert Murphy, Paul Moler, Rebecca Hardman, and Kathleen Horan, and used to generate a high-quality reference genome for the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted at the Vertebrate Genomes Lab (VGL) at the Rockefeller University, led by Olivier Fedrigo and Erich D. Jarvis.",NA,29.958,-82.9324,FALSE,FALSE,"results/species/Macrochelys_suwanniensis/range_raster.tif","results/species/Macrochelys_suwanniensis/range_raster_goode.tif",-82.9655993424217,30.5739427992177,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
"364","Macrotis lagotis","Macrotis lagotis",21967189,"VU","C1","Decreasing","Northern Territory, Queensland, Western Australia, New South Wales, South Australia, Victoria, Australia",2016,TRUE,"Perameles lagotis; Macrotis lagotis","Perameles lagotis","Mammals","Mammals","greater bilby","GCA_037893015.1","SAMN39300766","Australia:Perth Zoo",NA,NA,NA,NA,NA,-31.9770024,115.854629,FALSE,FALSE,"results/species/Macrotis_lagotis/range_raster.tif","results/species/Macrotis_lagotis/range_raster_goode.tif",126.118939239502,-21.6261632352169,TRUE,FALSE,TRUE,FALSE,6,NA,"sampling"
