...1,X.1,scientific_name,iucn_name,assessment_id,category,criteria,pop_trend,locations,year_published,latest,gbif_synonyms,iucn_synonyms,X,lineage,extended_lineage,english_name,accession_number_for_main_haplotype,biosample_accession,geo_location,latlon,comments,lat,lon,vague_location_flag,missing_sampling_location_flag,raster_path_ea,raster_path_goode,centroid_lon,centroid_lat,outside_range_flag,missing_range_flag,zoo_flag,domesticated_flag
93,93,Calonectris borealis,Calonectris borealis,166440797,LC,NA,Unknown,"Poland, Spain, Germany, Canary Is., Belgium, Serbia, Gibraltar, Netherlands, Switzerland, Portugal, Ireland, Denmark, Sweden, Norway, France, Faroe Islands",2021,TRUE,Puffinus borealis; Puffinus diomedea borealis; Calonectris borealis; Calonectris diomedea borealis,NA,239,Birds,Birds,Cory's shearwater,GCA_964195595.2,SAMEA114294356,Canary Islands | Gran Canaria | Veneguera,27.8444 -15.7886,"The assembly bCalBor7.hap1.2 is based on 66x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm in Hi-C integrated assembly mode, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, each haplotype assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",27.8444,-15.7886,FALSE,FALSE,results/species/Calonectris_borealis/range_raster.tif,results/species/Calonectris_borealis/range_raster_goode.tif,-19.0517702182192,-2.09679276777674,TRUE,FALSE,FALSE,FALSE
94,94,Calypte anna,Calypte anna,186913595,LC,NA,Increasing,"Mexico, Canada, United States",2021,TRUE,Ornismya anna; Calypte anna,NA,260,Birds,Birds,Anna's hummingbird,GCA_003957555.2,SAMN02265252,USA,NA,"In May 2019 the mitochondrial sequence (RRCD01000160) was added to this 01 version of RRCD00000000.
This assembly represents the primary haplotype of the diploid genome Calypte anna and includes the chromosomes. The alternate haplotype sequences are in WGS project RRCE00000000.",39.7837304,-100.445882,FALSE,FALSE,results/species/Calypte_anna/range_raster.tif,results/species/Calypte_anna/range_raster_goode.tif,-117.680191456297,38.718378123,TRUE,FALSE,FALSE,FALSE
96,96,Candoia aspera,Candoia aspera,2459665,LC,NA,Stable,"Papua New Guinea, Bismarck Archipelago, Indonesia, Papua, Papua New Guinea (main island group)",2018,TRUE,Candoia aspera; Enygrus asper schmidti; Erebophis aspera,Erebophis aspera,323,Reptiles,Lepidosauria,viper boa,GCA_035149785.1,SAMN37159891,"USA: Ophidian Research Colony, at University of Texas at Tyler",32.3163 N 95.2510 W,NA,32.3163,-95.251,FALSE,FALSE,results/species/Candoia_aspera/range_raster.tif,results/species/Candoia_aspera/range_raster_goode.tif,141.129070810607,-4.4750115908772,TRUE,FALSE,FALSE,FALSE
97,97,Canis lupus baileyi,Canis lupus,216872082,LC,NA,Increasing,"Romania, Finland, Türkiye-in-Europe, Germany, Switzerland, Russian Federation, Poland, Spain (mainland), Belgium, Bulgaria, Belarus, Slovenia, Hungary, Kosovo, Portugal (mainland), Norway, France, Serbia, Croatia, Türkiye, Serbia, Moldova, North Macedonia, Lithuania, Portugal, Slovakia, Luxembourg, Montenegro, Andorra, Netherlands, Greece (mainland), Austria, Sweden, France (mainland), Albania, Ukraine (main part), Spain, Ukraine, Estonia, Denmark, Bosnia and Herzegovina, Greece, Italy, Latvia, Czechia, European Russia, Central European Russia, East European Russia, Kaliningrad, North European Russia, Northwest European Russia, South European Russia, Krym, Italy (mainland)",2025,TRUE,Canis lupus baileyi,NA,142,Mammals,Mammals,Mexican gray wolf,GCA_048164855.1,SAMN46796784,"USA: Eureka, Missouri",38.529401 N 90.559842 W,NA,38.529401,-90.559842,FALSE,FALSE,results/species/Canis_lupus/range_raster.tif,results/species/Canis_lupus/range_raster_goode.tif,43.3703270490071,46.7815865483901,NA,FALSE,FALSE,TRUE
98,98,Canis lupus familiaris,Canis lupus,216872082,LC,NA,Increasing,"Romania, Finland, Türkiye-in-Europe, Germany, Switzerland, Russian Federation, Poland, Spain (mainland), Belgium, Bulgaria, Belarus, Slovenia, Hungary, Kosovo, Portugal (mainland), Norway, France, Serbia, Croatia, Türkiye, Serbia, Moldova, North Macedonia, Lithuania, Portugal, Slovakia, Luxembourg, Montenegro, Andorra, Netherlands, Greece (mainland), Austria, Sweden, France (mainland), Albania, Ukraine (main part), Spain, Ukraine, Estonia, Denmark, Bosnia and Herzegovina, Greece, Italy, Latvia, Czechia, European Russia, Central European Russia, East European Russia, Kaliningrad, North European Russia, Northwest European Russia, South European Russia, Krym, Italy (mainland)",2025,TRUE,Canis lupus familiaris; Pachycyon robustus; Canis familiaris; Canis familiarus domesticus,NA,141,Mammals,Mammals,German shepherd dog,GCA_011100685.1,SAMN13230619,NA,NA,NA,NA,NA,FALSE,TRUE,results/species/Canis_lupus/range_raster.tif,results/species/Canis_lupus/range_raster_goode.tif,43.3703270490071,46.7815865483901,NA,FALSE,FALSE,TRUE
99,99,Canis lupus orion,Canis lupus,216872082,LC,NA,Increasing,"Romania, Finland, Türkiye-in-Europe, Germany, Switzerland, Russian Federation, Poland, Spain (mainland), Belgium, Bulgaria, Belarus, Slovenia, Hungary, Kosovo, Portugal (mainland), Norway, France, Serbia, Croatia, Türkiye, Serbia, Moldova, North Macedonia, Lithuania, Portugal, Slovakia, Luxembourg, Montenegro, Andorra, Netherlands, Greece (mainland), Austria, Sweden, France (mainland), Albania, Ukraine (main part), Spain, Ukraine, Estonia, Denmark, Bosnia and Herzegovina, Greece, Italy, Latvia, Czechia, European Russia, Central European Russia, East European Russia, Kaliningrad, North European Russia, Northwest European Russia, South European Russia, Krym, Italy (mainland)",2025,TRUE,Canis lupus orion,NA,140,Mammals,Mammals,Greenland wolf,GCA_905319855.2,SAMEA7532739,Siorapaluk,77.785278 -70.631389,"The assembly mCanLor1.2 is based on 28x PacBio data, 10X Genomics Chromium data, and Dovetail Hi-C data generated by the Darwin Tree of Life Project (https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, short-read polishing using FreeBayes-called variants from 10X Genomics Chromium reads aligned with LongRanger, and Hi-C based scaffolding with SALSA2. The mitochondrial genome was assembled using MitoHifi. Finally, the assembly was analysed and manually improved using gEVAL. Chromosome-scale scaffolds are named by synteny to the GCA_014441545.1 assembly of Canis lupus familiaris.",77.785278,-70.631389,FALSE,FALSE,results/species/Canis_lupus/range_raster.tif,results/species/Canis_lupus/range_raster_goode.tif,43.3703270490071,46.7815865483901,NA,FALSE,FALSE,TRUE
100,100,Capra hircus,Capra hircus,215862148,NA,NA,Stable,"Greece, Spain, Kriti, Baleares",2025,TRUE,Capra hircus; Capra domestic,NA,81,Mammals,Mammals,goat,GCA_041735815.1,SAMN41386043,China: Inner Mongolia,NA,NA,43.2443242,114.3251664,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE
105,105,Carettochelys insculpta,Carettochelys insculpta,2884984,EN,A2bd+4bd,Decreasing,"Papua New Guinea, Indonesia, Australia, Northern Territory, Papua",2018,TRUE,Carettochelys insculpta canni; Carettochelys insculptus; Carettochelys insculpta,NA,306,Reptiles,Turtles,pig-nosed turtle,GCA_033958435.1,SAMN38222597,"China: Xiong County, Hebei Province",NA,NA,38.9845054,116.0988254,TRUE,FALSE,results/species/Carettochelys_insculpta/range_raster.tif,results/species/Carettochelys_insculpta/range_raster_goode.tif,138.356864714153,-8.65577652085461,TRUE,FALSE,FALSE,FALSE
109,109,Centroberyx gerrardi,Centroberyx gerrardi,NA,NE,NA,NA,NA,NA,NA,Beryx gerrardi; Austroberyx gerrardi; Trachichthodes gerrardi; Centroberyx gerrardi,NA,455,Fishes,Ray-finned fishes,bight redfish,GCA_048128805.1,SAMN41769328,"Australia: Western Australia, Middle Island",NA,NA,-34.1017317,123.1878033,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
120,120,Choerodon schoenleinii,Choerodon schoenleinii,10933431,NT,NA,Unknown,"Solomon Islands, Sarawak, Taiwan, Province of China, New Caledonia, China, Papua New Guinea, Maluku, Western Australia, Indonesia, Lesser Sunda Is., Peninsular Malaysia, Sumatera, Northern Territory, Timor-Leste, Thailand, Viet Nam, Nansei-shoto, Hong Kong, Vanuatu, Sabah, Japan, Brunei Darussalam, Cambodia, Kalimantan, Sulawesi, Mauritius, Malaysia, Singapore, Australia, Papua, Philippines, Queensland, Jawa",2004,TRUE,Choerops ommopterus; Choerodon cyanostolus; Chaerodon schoenleini; Choerodon schoenleini; Choerodon schoenleinii; Choerops notatus; Choerodon quadrifasciatus; Torresia australis; ? schoenleini; Chaerops notatus; Choerodon rubidus; Choerops nyctemblema; Cossyphus cyanostolus; Cossyphus ommopterus; Choerodon shoenleinii; Torresia lineata; Choerops unimaculatus; Cossyphus schoenleinii,NA,513,Fishes,Ray-finned fishes,blackspot tuskfish,GCA_047301625.1,SAMN46014618,China: Hainan,NA,NA,19.2000001,109.5999999,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
121,121,Choloepus didactylus,Choloepus didactylus,210443323,LC,NA,Decreasing,"Amazonas, Suriname, Acre, Roraima, Guyana, Venezuela (mainland), French Guiana, Pará, Peru, Ecuador, Colombia (mainland), Amapá, Maranhão, Venezuela, Bolivarian Republic of, Ecuador (mainland), Brazil, Colombia, Bolivia, Plurinational States of",2022,TRUE,Choloepus didactylus columbianus; Choloepus florenciae; Choloepus hoffmanni florenciae; Bradypus unau; Choloepus brasiliensis; Choloepus didaetylus; Bradypus curi; Bradypus kouri; Choloepus guianensis; Choloepus napensis; Bradypus didactylus; Choloepus braziliensis; Choloepus curi; Choloepus unau; Choloepus didactylus,NA,8,Mammals,Mammals,Linnaeus's two-toed sloth,GCA_015220235.1,SAMN12612024,"Germany: Tierpark, Berlin",52.520008 N 13.404954 E,NA,52.520008,13.404954,FALSE,FALSE,results/species/Choloepus_didactylus/range_raster.tif,results/species/Choloepus_didactylus/range_raster_goode.tif,-63.624570976048,-0.774779747369411,TRUE,FALSE,FALSE,FALSE
126,126,Clarias gariepinus,Clarias gariepinus,155051767,LC,NA,Unknown,"Algeria, Senegal, Liberia, Poland, Somalia, Egypt, South Sudan, Nigeria, South Africa, Namibia, Lebanon, Angola, Libya, Niger, Rwanda, Argentina, Mozambique, Russian Federation, Türkiye, Brazil, Zimbabwe, India, Ethiopia, Zambia, Cambodia, Cyprus, Eritrea, Bangladesh, Côte d'Ivoire, Czechia, Togo, Congo, The Democratic Republic of the, Cameroon, Eswatini, Tanzania, United Republic of, Netherlands, Hungary, Central African Republic, Sudan, Chad, Uganda, Greece, Congo, France, Israel, Gabon, China, Jordan, Iraq, Ghana, Indonesia, Guinea, Kenya, Philippines, Burundi, Botswana, Myanmar, Lesotho, Burkina Faso, Lao People's Democratic Republic, Viet Nam, Syrian Arab Republic, Mali, Benin, Malawi, Thailand, Mauritania, Singapore",2019,TRUE,Clarias depressus; Clarias xenodon; Clarias tsanensis; Clarias moorii; Clarias micropthalmus; Clarias smithii; Silurus gariepinus; Clarias orontis; Heterobranchus anguillaris; Clarias microphthalmus; Clarias robecchii; Macropteronotus charmuth; Clarias malaris; Clarias guentheri; Clarias mossambicus; Clarias syriacus; Clarias capensis; Clarias vinciguerrae; Clarias macracanthus; Clarias muelleri; Clarias notozygurus; Clarias lazera; Clarias longiceps; Clarias gariepinus; Clarius gariepinus,"Silurus gariepinus, Clarias depressus, Clarias guentheri, Clarias lazera, Clarias macracanthus, Clarias malaris, Clarias moorii, Clarias mossambicus, Clarias muelleri, Clarias notozygurus, Clarias orontis, Clarias robecchii, Clarias smithii, Clarias syriacus, Clarias tsanensis, Clarias xenodon, Clarias microphthalmus, Clarias capensis, Macropteronotus charmuth, Clarias longiceps, Clarias vinciguerrae",427,Fishes,Ray-finned fishes,North African catfish,GCA_024256435.1,SAMN27021044,Germany: Rostock,NA,NA,54.0886707,12.1400211,FALSE,FALSE,results/species/Clarias_gariepinus/range_raster.tif,results/species/Clarias_gariepinus/range_raster_goode.tif,22.8169277022334,-3.66577480241557,TRUE,FALSE,FALSE,FALSE
127,127,Clavelina lepadiformis,Clavelina lepadiformis,NA,NE,NA,NA,NA,NA,NA,Clavelina savigniana; Clavelina pumillo; Clavelina rissoana; Ascidia lepadiformis; Ascidia lepadiformes; Clavelina lepadiformes; Clavelina lepadiformis,NA,574,Invertebrates,Other Deurostomes,light-bulb sea squirt,GCA_947623445.1,SAMEA7536527,Devon | Plymouth | Queen Anne's Battery Marina visitors' pontoon,50.36446 -4.13208,"The assembly kaClaLepa1.1 is based on 117x PacBio data, 10X Genomics Chromium data, and Arima2 Hi-C data generated by the Darwin Tree of Life Project (https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using gEVAL. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. Karyotype info used from https://www.tandfonline.com/doi/abs/10.1080/00087114.1971.10796413.",50.36446,-4.13208,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
131,131,Columba livia,Columba livia,166230154,LC,NA,Unknown,"Spain, Iceland, Slovenia, Cyprus, Bosnia and Herzegovina, European Russia, Italy, Portugal, Faroe Islands, Austria, Georgia, Türkiye, Liechtenstein, North Macedonia, Bulgaria, Gibraltar, Switzerland, Estonia, Finland, Germany, Poland, Azerbaijan, Ireland, Belgium, Ukraine, Czechia, Malta, Latvia, Russian Federation, Serbia, Sweden, Lithuania, Denmark, Albania, Norway, Andorra, Croatia, Belarus, Luxembourg, United Kingdom, Netherlands, Romania, Armenia, Hungary, Greece, Moldova, France, Slovakia, Montenegro",2021,TRUE,Columba livia; Columba livia feral,NA,278,Birds,Birds,rock dove,GCA_036013475.2,SAMN38891892,"USA: Davis, CA",38.513750 N 121.754494 W,The order and orientation of scaffolds is uncertain in the W chromosome due to contiguity dropouts,38.51375,-121.754494,FALSE,FALSE,results/species/Columba_livia/range_raster.tif,results/species/Columba_livia/range_raster_goode.tif,58.4454911688488,30.7192391859393,TRUE,FALSE,FALSE,FALSE
134,134,Corella eumyota,Corella eumyota,NA,NE,NA,NA,NA,NA,NA,Corella eumyota; Corella dohrni; Corella novarae; Corella benedeni,NA,573,Invertebrates,Other Deurostomes,Orange-tipped sea squirt,GCA_963082875.1,SAMEA7536466,Devon | Plymouth | Queen Anne's Battery Marina visitors' pontoon,50.36446 -4.13208,"The assembly kaCorEumy4.1 is based on 156x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. The order and orientation of contigs along SUPER_3 is uncertain between 10 Mb and 16.5 Mb.",50.36446,-4.13208,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
135,135,Corvus hawaiiensis,Corvus hawaiiensis,94048187,EW,NA,NA,"Hawaiian Is., United States",2016,TRUE,Corvus tropicus; Corvus hawaiiensis,NA,193,Birds,Birds,Hawaiian crow,GCA_020740725.1,SAMN22550278,USA: University of Hawaii at Manoa,21.297467 N 157.818261 W,NA,21.297467,-157.818261,FALSE,FALSE,results/species/Corvus_hawaiiensis/range_raster.tif,results/species/Corvus_hawaiiensis/range_raster_goode.tif,-155.774268220144,19.4112951636263,TRUE,FALSE,FALSE,FALSE
140,140,Cristiceps australis,Cristiceps australis,1562789,LC,NA,Unknown,Australia,2014,TRUE,Cristiceps australis; Cristiceps howittii; Cristiceps pallidus; Cristiceps macleayi; Cristiceps axillaris; Cristiceps splendens,NA,504,Fishes,Ray-finned fishes,crested weedfish,GCA_049082185.1,SAMN40589650,"Australia: Western Australia, Daw Island",NA,NA,124.1399,124.1399,FALSE,FALSE,results/species/Cristiceps_australis/range_raster.tif,results/species/Cristiceps_australis/range_raster_goode.tif,135.448386506946,-34.4467376345752,TRUE,FALSE,FALSE,FALSE
144,144,Cyclopterus lumpus,Cyclopterus lumpus,45078284,NT,NA,Unknown,"United Kingdom, Sweden, Spain, Portugal, Poland, Norway, Netherlands, Lithuania, Belgium, Denmark, Estonia, European Russia, Faroe Islands, Finland, France, Germany, Guernsey, Iceland, Ireland, Jersey, Latvia, Great Britain, Svalbard and Jan Mayen, Spain (mainland), Russian Federation, Northern Ireland, France (mainland), Portugal (mainland)",2015,TRUE,Cyclopterus pyramidatus; Lumpus vulgaris; Lumpus anglorum; Cyclopterus pavoninus; Cyclopterus minutus; Cyclopterus coronatus; Cyclopterus lumpus hudsonius; Cyclopterus caeruleus; Cyclopterus lumpus,NA,539,Fishes,Ray-finned fishes,lumpfish,GCA_009769545.1,SAMN12629502,Canada: Atlantic Ocean,44.63694 N 63.59167 W,This assembly represents the principal haplotype of the diploid genome Cyclopterus lumpus and includes the chromosomes. The alternate haplotype sequences are in WGS project WNND00000000,44.63694,-63.59167,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
150,150,Dama dama,Dama dama,224359451,LC,NA,Increasing,"Luxembourg, Albania, Austria, Ireland, Lithuania, Belgium, France, Greece, Belarus, Bosnia and Herzegovina, Switzerland, Norway, Italy, Montenegro, Netherlands, Russian Federation, Ukraine, Bulgaria, Denmark, Germany, Poland, Spain, Sweden, Slovakia, Estonia, Latvia, North Macedonia, Hungary, Serbia, Romania, United Kingdom, Moldova, Portugal, Czechia, Slovenia, Croatia, Andorra, Finland, Liechtenstein, Kosovo, Cyprus, Türkiye-in-Europe, European Russia, France (mainland), Greece (mainland), Portugal (mainland), Great Britain, Northern Ireland, Ukraine (main part), Italy (mainland), Spain (mainland), Serbia, Türkiye",2025,TRUE,Dama dama; Cervus varius; Cervus dama; Cervus mauricus; Cervus platyceros; Cervus niger; Cervus plinii; Cervus leucaethiops; Cervus albus; Cervus maura,Cervus dama,84,Mammals,Mammals,fallow deer,GCA_048126745.1,SAMN36735489,Denmark,NA,NA,55.670249,10.3333283,TRUE,FALSE,results/species/Dama_dama/range_raster.tif,results/species/Dama_dama/range_raster_goode.tif,11.5821272376081,48.0515974379804,FALSE,FALSE,FALSE,FALSE
